Timestamp,"Dear participant,

The purpose of this study is to examine how implementing Agile Methodology influences flexibility, stakeholder collaboration, and adaptive capabilities in Business Intelligence (BI) projects.

Your participation is voluntary, and your responses will remain anonymous and confidential. The collected data will be used solely for academic and research purposes.

The survey will take approximately 8–10 minutes to complete.By proceeding, you confirm that you have read and understood the purpose of this study and that you voluntarily agree to participate.",please rate the following statements using this scale: ,Q2: What is the size of your organization?,Q1: Gender,  Q3 Age  ,  Q4 Educational Level  ,Q5 How many years of experience do you have working on Agile and Business Intelligence (BI) projects?,Q6: Power BI reports provide a clear view of overall performance.  ,Q7: Dashboards in Power BI accelerate decision-making.  ,Q8: Power BI enhances the accuracy of managerial decisions.  ,Q9: Power BI helps identify operational strengths and weaknesses.  ,Q10: Power BI significantly reduces the time needed to prepare reports.  ,Q11: Interactive visuals in Power BI improve understanding of market trends  ,Q12: Power BI tools improve coordination across departments.  ,Q13: Power BI supports accurate forecasting of future sales and demand.  ,Q14: SPSS provides accurate analytical results for operational data.  ,Q15: Statistical analysis helps identify key performance indicators clearly.  ,Q16: SPSS findings contribute to strategic planning and forecasting.  ,Q17: Using SPSS increases the efficiency of internal business processes.  ,Q18: Statistical results support evidence-based decision-making.  ,Q19: SPSS helps detect relationships between performance and market factors.  ,Q20: SPSS improves the ability to assess the effectiveness of management policies.,Q21: The organization adopts Agile methodologies in BI projects.  ,Q22: Regular meetings accelerate the completion of BI-related tasks.  ,Q23: Objectives and processes are quickly adjusted when new changes arise  ,Q24: Agile BI promotes continuous collaboration among teams.  ,Q25: Agile approaches reduce errors during BI report development.  ,Q26: Agile BI enhances the quality of decision-making under changing conditions.,Q26: Agile BI improves the organization’s response speed to market changes.  ,Q27: Agile BI allows continuous improvement and iterative development.  ,Q28: BI systems accelerate responses to market changes.  ,Q29: BI technologies improve resource utilization and efficiency.  ,Q30: BI enhances the organization’s ability to adapt to sudden changes  
5/7/2026 11:35:51,"Yes, I agree",4 = Agree,Large (more than 250 employees),Male,30-40,Master's degree,more than 10 years,4 = Agree,1=  Strongly Disagree,1=  Strongly Disagree,4 = Agree,1=  Strongly Disagree,2= Disagree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,3= Neutral,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,,4 = Agree,4 = Agree,4 = Agree,4 = Agree
5/7/2026 11:36:01,"Yes, I agree",3 = Neutral,Medium (51–250 employees),Male,18-30,Master's degree,7-10 years,2= Disagree,3= Neutral,3= Neutral,1=  Strongly Disagree,1=  Strongly Disagree,3= Neutral,2= Disagree,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,,3= Neutral,3= Neutral,3= Neutral,3= Neutral
5/7/2026 11:37:14,"Yes, I agree",4 = Agree,Medium (51–250 employees),Male,40-50,Master's degree,4-6 years,3= Neutral,3= Neutral,2= Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,2= Disagree,1=  Strongly Disagree,2= Disagree,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,,3= Neutral,3= Neutral,3= Neutral,3= Neutral
5/7/2026 11:38:00,"Yes, I agree",4 = Agree,Medium (51–250 employees),Female,40-50,Master's degree,7-10 years,3= Neutral,4-= Agree,3= Neutral,1=  Strongly Disagree,2= Disagree,1=  Strongly Disagree,1=  Strongly Disagree,2= Disagree,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,,3= Neutral,3= Neutral,3= Neutral,3= Neutral
5/7/2026 11:39:00,"Yes, I agree",3 = Neutral,Medium (51–250 employees),Female,40-50,PhD,7-10 years,2= Disagree,1=  Strongly Disagree,1=  Strongly Disagree,2= Disagree,2= Disagree,1=  Strongly Disagree,1=  Strongly Disagree,2= Disagree,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,,3= Neutral,3= Neutral,3= Neutral,3= Neutral
5/7/2026 11:42:25,"Yes, I agree",3 = Neutral,Large (more than 250 employees),Female,30-40,Master's degree,4-6 years,1=  Strongly Disagree,4-= Agree,3= Neutral,1=  Strongly Disagree,1=  Strongly Disagree,2= Disagree,2= Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,2= Disagree,2= Disagree,2= Disagree,3= Neutral,1=  Strongly Disagree,2= Disagree,1=  Strongly Disagree,3= Neutral,3= Neutral,4 = Agree,3= Neutral,,3= Neutral,3= Neutral,3= Neutral,3= Neutral
5/7/2026 21:51:16,"Yes, I agree",3 = Neutral,Medium (51–250 employees),Female,40-50,Other,7-10 years,2= Disagree,2= Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,1=  Strongly Disagree,3= Neutral,2= Disagree,1=  Strongly Disagree,2= Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,2= Disagree,2= Disagree,2= Disagree,,2= Disagree,2= Disagree,3= Neutral,1=  Strongly Disagree
5/7/2026 21:53:38,"Yes, I agree",2 = Disagree,Small (1–50 employees),Male,30-40,Master's degree,4-6 years,2= Disagree,1=  Strongly Disagree,2= Disagree,3= Neutral,1=  Strongly Disagree,2= Disagree,2= Disagree,3= Neutral,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,2= Disagree,2= Disagree,2= Disagree,1=  Strongly Disagree,1=  Strongly Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,,1=  Strongly Disagree,2= Disagree,2= Disagree,1=  Strongly Disagree
5/7/2026 21:54:36,"Yes, I agree",2 = Disagree,Small (1–50 employees),Male,30-40,Master's degree,7-10 years,2= Disagree,2= Disagree,1=  Strongly Disagree,3= Neutral,1=  Strongly Disagree,1=  Strongly Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,2= Disagree,2= Disagree,1=  Strongly Disagree,1=  Strongly Disagree,,2= Disagree,2= Disagree,2= Disagree,1=  Strongly Disagree
5/7/2026 21:59:32,"Yes, I agree",3 = Neutral,Medium (51–250 employees),Male,30-40,Master's degree,7-10 years,2= Disagree,1=  Strongly Disagree,2= Disagree,1=  Strongly Disagree,1=  Strongly Disagree,2= Disagree,2= Disagree,1=  Strongly Disagree,1=  Strongly Disagree,2= Disagree,1=  Strongly Disagree,2= Disagree,2= Disagree,2= Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,2= Disagree,1=  Strongly Disagree,2= Disagree,,2= Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree
5/7/2026 22:00:52,"Yes, I agree",2 = Disagree,Small (1–50 employees),Male,30-40,Master's degree,7-10 years,2= Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,2= Disagree,1=  Strongly Disagree,1=  Strongly Disagree,2= Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,2= Disagree,2= Disagree,2= Disagree,1=  Strongly Disagree,2= Disagree,2= Disagree,1=  Strongly Disagree,2= Disagree,2= Disagree,2= Disagree,,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree
5/7/2026 22:01:49,"Yes, I agree",3 = Neutral,Large (more than 250 employees),Male,40-50,Bachelor's degree,more than 10 years,1=  Strongly Disagree,2= Disagree,1=  Strongly Disagree,2= Disagree,1=  Strongly Disagree,2= Disagree,2= Disagree,1=  Strongly Disagree,1=  Strongly Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,1=  Strongly Disagree,2= Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,2= Disagree,2= Disagree,1=  Strongly Disagree,,2= Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree
5/7/2026 22:02:46,"No, I don't agree",1=  Strongly Disagree,Medium (51–250 employees),Male,30-40,Bachelor's degree,7-10 years,2= Disagree,2= Disagree,3= Neutral,3= Neutral,2= Disagree,2= Disagree,1=  Strongly Disagree,2= Disagree,2= Disagree,1=  Strongly Disagree,2= Disagree,2= Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,1=  Strongly Disagree,1=  Strongly Disagree,,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,2= Disagree
5/7/2026 22:07:19,"Yes, I agree",3 = Neutral,Small (1–50 employees),Male,30-40,Master's degree,7-10 years,1=  Strongly Disagree,1=  Strongly Disagree,2= Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,2= Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,2= Disagree,,2= Disagree,1=  Strongly Disagree,2= Disagree,1=  Strongly Disagree
5/7/2026 22:08:05,"No, I don't agree",1=  Strongly Disagree,Small (1–50 employees),Female,18-30,Master's degree,4-6 years,1=  Strongly Disagree,2= Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,2= Disagree,2= Disagree,1=  Strongly Disagree,2= Disagree,1=  Strongly Disagree,2= Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,2= Disagree,2= Disagree,1=  Strongly Disagree,,1=  Strongly Disagree,1=  Strongly Disagree,2= Disagree,2= Disagree
5/7/2026 22:08:50,"No, I don't agree",2 = Disagree,Small (1–50 employees),Female,18-30,Master's degree,4-6 years,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,,2= Disagree,2= Disagree,2= Disagree,2= Disagree
5/7/2026 22:09:33,"No, I don't agree",1=  Strongly Disagree,Medium (51–250 employees),Male,40-50,Master's degree,7-10 years,1=  Strongly Disagree,2= Disagree,1=  Strongly Disagree,1=  Strongly Disagree,2= Disagree,1=  Strongly Disagree,1=  Strongly Disagree,2= Disagree,1=  Strongly Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,2= Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,,1=  Strongly Disagree,2= Disagree,1=  Strongly Disagree,1=  Strongly Disagree
5/7/2026 22:10:18,"Yes, I agree",2 = Disagree,Small (1–50 employees),Male,30-40,Bachelor's degree,1-3 years,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,2= Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,2= Disagree,,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree
5/7/2026 22:11:08,"Yes, I agree",1=  Strongly Disagree,Medium (51–250 employees),Male,40-50,Bachelor's degree,7-10 years,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,,3= Neutral,3= Neutral,3= Neutral,3= Neutral
5/7/2026 22:12:47,"No, I don't agree",3 = Neutral,Medium (51–250 employees),Female,30-40,Master's degree,7-10 years,2= Disagree,2= Disagree,2= Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,1=  Strongly Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,1=  Strongly Disagree,2= Disagree,2= Disagree,2= Disagree,,2= Disagree,2= Disagree,2= Disagree,2= Disagree
5/7/2026 22:13:33,"No, I don't agree",3 = Neutral,Medium (51–250 employees),Female,30-40,Master's degree,4-6 years,2= Disagree,2= Disagree,2= Disagree,1=  Strongly Disagree,2= Disagree,2= Disagree,2= Disagree,1=  Strongly Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,1=  Strongly Disagree,1=  Strongly Disagree,2= Disagree,1=  Strongly Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,,2= Disagree,2= Disagree,1=  Strongly Disagree,2= Disagree
5/7/2026 22:14:25,"Yes, I agree",2 = Disagree,Small (1–50 employees),Male,18-30,Bachelor's degree,4-6 years,1=  Strongly Disagree,2= Disagree,1=  Strongly Disagree,1=  Strongly Disagree,2= Disagree,2= Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,2= Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,2= Disagree,1=  Strongly Disagree,2= Disagree,2= Disagree,,2= Disagree,1=  Strongly Disagree,1=  Strongly Disagree,2= Disagree
5/7/2026 22:15:21,"No, I don't agree",3 = Neutral,Medium (51–250 employees),Female,18-30,Bachelor's degree,1-3 years,3= Neutral,3= Neutral,3= Neutral,1=  Strongly Disagree,3= Neutral,2= Disagree,1=  Strongly Disagree,3= Neutral,3= Neutral,3= Neutral,1=  Strongly Disagree,2= Disagree,2= Disagree,2= Disagree,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,,2= Disagree,3= Neutral,2= Disagree,2= Disagree
5/7/2026 22:16:13,"No, I don't agree",2 = Disagree,Medium (51–250 employees),Male,30-40,Other,1-3 years,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,1=  Strongly Disagree,2= Disagree,1=  Strongly Disagree,2= Disagree,2= Disagree,2= Disagree,,2= Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree
5/7/2026 22:16:59,"No, I don't agree",2 = Disagree,Medium (51–250 employees),Female,30-40,Other,4-6 years,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,2= Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,,1=  Strongly Disagree,2= Disagree,1=  Strongly Disagree,1=  Strongly Disagree
5/7/2026 22:20:38,"No, I don't agree",3 = Neutral,Small (1–50 employees),Male,30-40,Other,4-6 years,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,2= Disagree,1=  Strongly Disagree,2= Disagree,1=  Strongly Disagree,2= Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,2= Disagree,1=  Strongly Disagree,1=  Strongly Disagree,2= Disagree,,1=  Strongly Disagree,1=  Strongly Disagree,2= Disagree,2= Disagree
5/7/2026 22:21:31,"Yes, I agree",2 = Disagree,Small (1–50 employees),Female,30-40,Bachelor's degree,1-3 years,3= Neutral,3= Neutral,3= Neutral,2= Disagree,2= Disagree,3= Neutral,2= Disagree,3= Neutral,3= Neutral,2= Disagree,3= Neutral,2= Disagree,3= Neutral,2= Disagree,2= Disagree,3= Neutral,3= Neutral,2= Disagree,2= Disagree,3= Neutral,2= Disagree,,2= Disagree,3= Neutral,2= Disagree,1=  Strongly Disagree
5/7/2026 22:22:19,"No, I don't agree",2 = Disagree,Medium (51–250 employees),Male,18-30,Bachelor's degree,4-6 years,1=  Strongly Disagree,1=  Strongly Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,1=  Strongly Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,1=  Strongly Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,,1=  Strongly Disagree,2= Disagree,2= Disagree,1=  Strongly Disagree
5/7/2026 22:23:22,"No, I don't agree",3 = Neutral,Medium (51–250 employees),Male,30-40,Bachelor's degree,4-6 years,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,1=  Strongly Disagree,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,,3= Neutral,3= Neutral,3= Neutral,3= Neutral
5/7/2026 22:24:31,"No, I don't agree",4 = Agree,Medium (51–250 employees),Female,30-40,Master's degree,7-10 years,2= Disagree,2= Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,2= Disagree,2= Disagree,2= Disagree,1=  Strongly Disagree,2= Disagree,2= Disagree,1=  Strongly Disagree,1=  Strongly Disagree,2= Disagree,2= Disagree,1=  Strongly Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,,2= Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree
5/8/2026 2:58:14,"Yes, I agree",4 = Agree,Medium (51–250 employees),Male,30-40,Bachelor's degree,7-10 years,2= Disagree,2= Disagree,2= Disagree,1=  Strongly Disagree,2= Disagree,1=  Strongly Disagree,2= Disagree,1=  Strongly Disagree,2= Disagree,2= Disagree,2= Disagree,1=  Strongly Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,1=  Strongly Disagree,1=  Strongly Disagree,3= Neutral,1=  Strongly Disagree,,2= Disagree,1=  Strongly Disagree,2= Disagree,1=  Strongly Disagree
5/8/2026 2:59:52,"Yes, I agree",4 = Agree,Small (1–50 employees),Male,30-40,Bachelor's degree,7-10 years,2= Disagree,3= Neutral,1=  Strongly Disagree,2= Disagree,2= Disagree,1=  Strongly Disagree,2= Disagree,2= Disagree,3= Neutral,1=  Strongly Disagree,1=  Strongly Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,3= Neutral,1=  Strongly Disagree,1=  Strongly Disagree,2= Disagree,2= Disagree,1=  Strongly Disagree,,2= Disagree,2= Disagree,1=  Strongly Disagree,3= Neutral
5/8/2026 3:00:47,"Yes, I agree",4 = Agree,Medium (51–250 employees),Male,30-40,Master's degree,1-3 years,2= Disagree,3= Neutral,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,2= Disagree,,3= Neutral,3= Neutral,3= Neutral,3= Neutral
5/8/2026 3:02:21,"No, I don't agree",2 = Disagree,Medium (51–250 employees),Female,30-40,Bachelor's degree,4-6 years,2= Disagree,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,2= Disagree,3= Neutral,3= Neutral,3= Neutral,2= Disagree,3= Neutral,2= Disagree,3= Neutral,3= Neutral,3= Neutral,3= Neutral,2= Disagree,,3= Neutral,2= Disagree,3= Neutral,3= Neutral
5/8/2026 3:03:31,"Yes, I agree",3 = Neutral,Small (1–50 employees),Male,18-30,Other,4-6 years,2= Disagree,2= Disagree,3= Neutral,3= Neutral,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,3= Neutral,2= Disagree,1=  Strongly Disagree,2= Disagree,3= Neutral,2= Disagree,2= Disagree,2= Disagree,2= Disagree,1=  Strongly Disagree,2= Disagree,,3= Neutral,3= Neutral,2= Disagree,2= Disagree
5/8/2026 3:03:57,"Yes, I agree",2 = Disagree,Medium (51–250 employees),Male,40-50,Master's degree,7-10 years,3= Neutral,3= Neutral,3= Neutral,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,2= Disagree,3= Neutral,1=  Strongly Disagree,3= Neutral,1=  Strongly Disagree,,2= Disagree,2= Disagree,3= Neutral,2= Disagree
5/8/2026 3:05:13,"Yes, I agree",3 = Neutral,Medium (51–250 employees),Male,30-40,Master's degree,7-10 years,1=  Strongly Disagree,1=  Strongly Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,,3= Neutral,2= Disagree,3= Neutral,3= Neutral
5/8/2026 3:05:42,"Yes, I agree",5 = Strongly Agree,Medium (51–250 employees),Male,40-50,Bachelor's degree,4-6 years,2= Disagree,3= Neutral,3= Neutral,1=  Strongly Disagree,2= Disagree,2= Disagree,1=  Strongly Disagree,1=  Strongly Disagree,2= Disagree,2= Disagree,2= Disagree,1=  Strongly Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,3= Neutral,,2= Disagree,1=  Strongly Disagree,2= Disagree,2= Disagree
5/8/2026 3:06:30,"No, I don't agree",2 = Disagree,Medium (51–250 employees),Female,40-50,Master's degree,7-10 years,3= Neutral,3= Neutral,3= Neutral,2= Disagree,2= Disagree,3= Neutral,3= Neutral,3= Neutral,2= Disagree,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,2= Disagree,3= Neutral,3= Neutral,3= Neutral,3= Neutral,2= Disagree,,2= Disagree,3= Neutral,3= Neutral,3= Neutral
5/8/2026 3:07:46,"Yes, I agree",3 = Neutral,Medium (51–250 employees),Male,30-40,Master's degree,7-10 years,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,2= Disagree,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,,2= Disagree,2= Disagree,1=  Strongly Disagree,2= Disagree
5/8/2026 3:09:04,"No, I don't agree",2 = Disagree,Medium (51–250 employees),Male,40-50,Master's degree,4-6 years,2= Disagree,2= Disagree,2= Disagree,3= Neutral,3= Neutral,2= Disagree,2= Disagree,2= Disagree,2= Disagree,3= Neutral,3= Neutral,3= Neutral,3= Neutral,2= Disagree,2= Disagree,3= Neutral,3= Neutral,1=  Strongly Disagree,3= Neutral,3= Neutral,2= Disagree,,2= Disagree,3= Neutral,3= Neutral,3= Neutral
5/8/2026 3:10:14,"Yes, I agree",4 = Agree,Medium (51–250 employees),Female,40-50,Bachelor's degree,1-3 years,1=  Strongly Disagree,3= Neutral,3= Neutral,3= Neutral,2= Disagree,3= Neutral,3= Neutral,3= Neutral,1=  Strongly Disagree,2= Disagree,2= Disagree,2= Disagree,3= Neutral,2= Disagree,2= Disagree,2= Disagree,3= Neutral,2= Disagree,2= Disagree,2= Disagree,2= Disagree,,2= Disagree,2= Disagree,1=  Strongly Disagree,1=  Strongly Disagree
5/8/2026 3:10:15,"Yes, I agree",2 = Disagree,Medium (51–250 employees),Female,30-40,Bachelor's degree,4-6 years,2= Disagree,3= Neutral,3= Neutral,3= Neutral,3= Neutral,2= Disagree,3= Neutral,3= Neutral,1=  Strongly Disagree,3= Neutral,2= Disagree,3= Neutral,2= Disagree,3= Neutral,3= Neutral,2= Disagree,3= Neutral,3= Neutral,2= Disagree,2= Disagree,3= Neutral,,3= Neutral,3= Neutral,3= Neutral,2= Disagree
5/8/2026 3:11:16,"Yes, I agree",1=  Strongly Disagree,Small (1–50 employees),Female,40-50,Master's degree,4-6 years,2= Disagree,3= Neutral,3= Neutral,3= Neutral,2= Disagree,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,2= Disagree,2= Disagree,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,,2= Disagree,3= Neutral,2= Disagree,2= Disagree
5/8/2026 3:15:29,"Yes, I agree",3 = Neutral,Medium (51–250 employees),Male,30-40,Bachelor's degree,4-6 years,3= Neutral,3= Neutral,3= Neutral,3= Neutral,2= Disagree,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,,3= Neutral,3= Neutral,3= Neutral,3= Neutral
5/8/2026 3:16:52,"Yes, I agree",2 = Disagree,Medium (51–250 employees),Female,30-40,Bachelor's degree,4-6 years,3= Neutral,3= Neutral,1=  Strongly Disagree,2= Disagree,2= Disagree,2= Disagree,3= Neutral,3= Neutral,2= Disagree,3= Neutral,2= Disagree,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,2= Disagree,3= Neutral,3= Neutral,3= Neutral,,3= Neutral,3= Neutral,3= Neutral,3= Neutral
5/8/2026 3:18:01,"Yes, I agree",2 = Disagree,Medium (51–250 employees),Male,40-50,Master's degree,4-6 years,2= Disagree,2= Disagree,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,2= Disagree,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,,3= Neutral,3= Neutral,3= Neutral,3= Neutral
5/8/2026 3:18:31,"Yes, I agree",5 = Strongly Agree,Medium (51–250 employees),Male,30-40,Master's degree,7-10 years,4 = Agree,5= Strongly Agree,4 = Agree,5= Strongly Agree,5= Strongly Agree,4 = Agree,4 = Agree,4 = Agree,5= Strongly Agree,4 = Agree,1=  Strongly Disagree,2= Disagree,4 = Agree,4 = Agree,4 = Agree,1=  Strongly Disagree,4 = Agree,4 = Agree,2= Disagree,4 = Agree,4 = Agree,,4 = Agree,4 = Agree,4 = Agree,4 = Agree
